logFC	logCPM	PValue
ABCA13	-0.800005309943523	2.61004290486503	0.778464185781786
DNAH10	-2.32221568704283	4.87504079805711	0.000182022836354847
FAT1	-2.21809048565625	6.35027143431154	0.00335535428050427
DYNC2H1	-0.546014504457287	6.84905494518283	0.0245544093029709
DNAH9	-1.38693264733542	4.51853188708871	0.176739267285733
HSPG2	-0.00444656878497476	1.83758142178683	1
DNAH2	1.76602680782108	4.22462754937961	0.114280371003027
DNAH1	-0.588747123844454	5.88103030590193	0.0770804874156332
FAT2	-3.18409024295889	3.08714009217041	0.056244629070271
APOB	-0.567782477791286	4.02094053338803	0.818837345799902
PRKDC	-0.629441251595349	6.71155232406984	0.00960898693459182
DNAH6	-2.54319281869453	5.50619743364876	0.00378797316932352
PKHD1L1	3.93379661167902	2.07570231150011	0.0524655830782915
DNAH7	-0.331898532148444	5.84831119267327	0.326493109766066
TRRAP	0.337804633110319	6.14342028658058	0.175758274112899
DNAH3	-0.863863928449498	4.07777074097659	0.429683076088574
VPS13B	-0.324840503737684	7.04072026193232	0.196189599020576
STARD9	-1.4313426118096	5.74536895439496	0.0123688646390638
PKD1	-2.76834915711728	7.67225717623003	4.87474737301585e-10
TNXB	-2.19618413398891	3.88539401333075	0.21867161901876
FRAS1	-2.55973873174001	7.99111245336622	1.22335102403305e-07
CSMD3	-0.831348928889747	7.27509509793159	0.00787280292832447
PKHD1	-5.84016134653511	3.6905857642583	0.00740487008697074
ZFHX3	0.920412552815218	7.11520328359798	0.218463465534065
SMG1	-0.244718238597871	6.84134219078941	0.360258103672122
ANK2	0.0842252841485375	8.57818726234285	0.817672172786173
LYST	-1.52878776647456	6.83631391308214	8.95210866309598e-08
USP34	-0.837396294822001	7.34697739945584	0.000658647934892397
DMD	-0.857229574203575	7.10979112031181	0.0629268349983132
AKAP9	-1.19507367897055	8.80843739543529	2.01469381714352e-05
ZFHX4	0.136630802473938	7.15325345119997	0.776555475742195
CSMD1	0.299865069096741	6.53345581084096	0.264758335571831
VPS13C	-1.85075514887604	8.26922325662773	1.4707193656727e-10
WDFY3	0.399339385248712	7.41166266925804	0.223679464623755
RELN	-0.961786129399725	8.39212083329227	0.540845780159745
ALMS1	-1.75799804448051	6.22454554354071	2.20721879034863e-08
SVEP1	-3.42393809200488	4.82464555866317	0.0216886376855999
BSN	0.676395500699877	7.52630819719274	0.0919789463698495
SPEN	-1.19630253759933	6.13937581898561	2.36347229757066e-08
CSMD2	-0.358952723178706	5.03204313282479	0.577361234975265
CUBN	-1.95493059854768	5.18226504739303	0.120724208034945
SZT2	0.164406290949636	5.39777233120678	0.602209850041343
CMYA5	-2.65133987924928	6.0111801226032	0.00105969331368079
UTRN	-1.88272380796423	6.03230144235028	0.0549374614513833
UNC80	-0.000931090874188972	9.09342623039871	0.999151183335357
ASPM	0.188609220372619	5.56526320377366	0.873502583272919
CELSR3	-0.578178689828968	5.67130499922416	0.0253649695484107
CDH23	-4.69041763892402	5.50178143599446	7.24105092159584e-05
MUC5B	3.37268360192315	3.10589268532618	0.058959769901295
SPTBN5	-0.039255176367917	4.70531103734391	0.988293778133161
LAMA3	-1.00773337989148	5.17373005699357	0.283655292414843
TRIO	-0.488125509907408	6.46689848017711	0.126492326841806
SRCAP	0.251321656843273	5.36717068952687	0.438994735541729
XIRP2	-2.62072663247835	5.96560988845157	0.132282075215174
FBN2	-0.561616945350309	4.62547078205031	0.633348841751507
RANBP2	-0.448687078062319	7.20595831178048	0.0526574765251628
LAMA2	0.685906962896682	3.97144952350657	0.635958610843856
DCHS1	-1.12750003437758	5.10988349945862	0.0762418445645155
FREM2	-0.663751357552787	2.43894556970094	0.780258584935941
REV3L	-1.87996981697324	7.64582602537485	1.39543779819593e-12
VPS13A	-1.1271745736201	7.339868697007	0.00466499358816878
VCAN	-3.77018498016208	6.95757033894105	0.00269009261737117
DMXL2	0.63787308222329	7.66582392771652	0.0568857932206709
CHD7	-0.378286606837372	5.60845503878713	0.584979769101955
FBN1	-2.35163160401485	6.65851942778835	1.41168409344723e-05
FRY	-0.865671651346213	7.40853577163377	0.00109858357645736
COL12A1	-5.32566300566355	5.65554964942619	7.9413311580557e-10
KALRN	-0.691355476214731	8.03963117577086	0.284973055946795
GOLGB1	-0.920084799666304	7.69211213736214	5.35319274817208e-05
FRYL	0.0366859388227824	6.84397376378615	0.924117096047889
NBEA	-0.257783590291229	7.80793762781346	0.272825360789581
WDFY4	-3.23949447386276	4.73076883059474	0.150325993231354
COL6A3	3.28682781134649	2.4296439429711	0.0787212668604483
HTT	-0.00261717861232641	5.54928039270215	1
ATM	-1.96779254571061	6.43455358962057	1.06037598619812e-11
DMXL1	-0.712291920946437	6.97489376282902	0.00622961301873351
CEP350	-1.55136768115036	7.13212878597528	2.45619297410424e-08
ASH1L	-0.214194429283678	7.40253246221905	0.327775637230782
EP400	-0.205684060127891	6.3427460854075	0.367262366312108
MGA	0.765005249627453	6.66635434954202	0.00273961297492658
SPEG	-0.924046631320757	5.58618095564155	0.0129183984974712
BPTF	-0.983462381516106	7.47053403310717	0.000166217475974602
CHD9	-1.26211853186705	8.34461932675604	2.32766082091793e-07
BRCA2	0.352925598077661	5.22127339957929	0.69314279648875
CELSR2	1.03698894837022	6.45146009684021	0.000140840991591247
NF1	-1.90473443807212	6.68797627023063	3.00431720945289e-11
TRANK1	-0.0311622495687514	7.59089109987921	0.935057810098901
ZZEF1	-0.190214184444447	5.73332938121586	0.544754687198584
DSP	0.125909881554009	2.91721726238768	0.97838215944069
UBR5	-0.943436162348288	7.32766937239499	0.000184589570361099
NIPBL	-0.491448123013641	6.8580553321078	0.0400743659895534
PRRC2C	-1.04904935151752	8.12474798098573	0.000191270155648929
TNRC18	-0.108925264537547	4.56099153057723	0.830774497387918
ITPR1	0.528513615978266	7.50226867583022	0.0247617051519278
CENPF	-2.99121929634111	5.95543844717675	0.0110947494860182
TENM4	0.127096884137218	6.62482349755398	0.79006783991534
BOD1L1	-0.652550906925245	7.92254254595294	0.028235695774098
TENM1	0.16560663871073	7.14527321282463	0.725603576397304
APC	-0.501160556481955	7.91342776360049	0.0945878554822
TENM3	-0.00527292543313525	6.45991858759856	0.992379664739548
LRBA	-1.20253310181208	5.94293293220987	1.20390778403271e-05
MEGF8	0.471996835796537	6.21815846329225	0.0270190978003064
FLNC	-1.84908633837945	3.02630892242367	0.184188723811491
TENM2	0.429263455477121	7.17083027491096	0.313035078724634
PIEZO2	-3.93520279370742	2.89462503421061	0.0511364743736659
ITPR2	-2.00373570628248	6.35560316861967	7.58327756191912e-08
PRUNE2	-0.286384607592668	7.37474459006045	0.439563698833898
ITPR3	0.491149112228775	4.01532298230763	0.534072302312459
CHD6	-0.485766947896905	7.64019252284105	0.0671268574240852
SRRM2	0.326093143055867	8.9439525058444	0.372285825985665
VWF	-0.377181909822506	1.55569545362922	0.911733540862647
HECTD1	-0.620487209085506	7.02477767922403	0.00329702412718845
ZNF292	-2.06630089410879	8.08443654012112	1.76319843603499e-15
FLNA	1.1183502403571	5.54195609852635	0.000141370400491701
UTP20	-0.627824712296915	5.53293385396818	0.0575994175156545
USP24	-0.775981647331338	6.59102847556355	0.000902244002971938
NSD1	0.556817994023696	6.83592603419683	0.0193742425472546
NOTCH1	1.41649070379049	2.93597903564374	0.393585630446847
ATR	-1.27617836267301	6.70413999623841	5.02979412261317e-07
MKI67	4.70089239480881	2.50220913177613	0.0624167413896587
NBEAL1	-0.469593251212311	6.74216404160397	0.0603140672762139
USP9X	-0.155956327780618	7.23541349960844	0.519914266730284
CHD8	-0.511583920571775	6.32034199219743	0.0542276924047246
ANKRD17	-0.192504145184516	7.30212820802641	0.558422788033089
MTOR	-0.564745930230684	6.48028423262963	0.0241874667446802
FLNB	-0.0118367984827298	6.19398503620868	0.991824464763084
MAP1A	-0.443918669311887	7.82222908078552	0.416774844498514
ZNF462	0.0190857882341613	5.65225269210572	0.965009364274921
NOTCH2	-4.72517839536273	5.62540691114554	2.12287564720255e-07
ABCA12	-1.28506430596373	4.75055214973007	0.505830630585365
JMJD1C	-2.00903537452943	7.93701171422798	5.50581015842216e-09
CREBBP	0.505702217929496	6.82118183795403	0.0428119535161071
TLN1	-0.331210040799247	5.15877799412648	0.397030119500422
SPTAN1	0.508622418199148	8.69162786930317	0.169503436063298
PCNT	-1.87127165057155	6.37065259080829	4.4234813787191e-10
SETD2	-0.879495464702661	6.82254147937049	0.000103988280118852
HIVEP1	-0.527000737924493	5.9093566809317	0.0429673229430868
EPG5	-0.74457561001376	5.9842261481411	0.00134038225164039
STAB1	0.611634714318665	2.67672395946242	0.840439102311729
AKAP13	-0.282367069133393	6.46182493633463	0.334979659249341
CENPE	-1.72983024310782	5.90041963289374	0.000188313078499723
NBEAL2	-0.790069444085144	4.83411499107803	0.227838195316954
FN1	-5.03589954509561	4.27219376003098	2.5032296310225e-06
EP300	-0.706158538272247	6.29037227105161	0.00283408854264808
ATRX	0.156609698629651	8.76763922757645	0.440626246938089
MYO9A	-0.0777081816827849	7.59258850100969	0.796851456299356
UNC79	-1.40697442369582	6.86513463130977	1.76010449415052e-05
ANKHD1	0.377630559579952	6.4528751126069	0.167320584922817
PDZD2	0.940310142486812	7.02947095043216	0.118185394871398
CUL9	-0.840991472662265	5.59170132685862	0.000860342233863596
TTC28	-1.39372592223293	5.09874194566243	0.00016229880691423
NCOR1	0.0455788731242517	8.01997788738522	0.866870248903545
ZFHX2	-0.748896135533814	5.98191033342857	0.0669120853726115
NCOR2	0.132592906092512	4.93740748720316	0.764569979922842
ZFYVE26	-1.1011169719117	5.7651408625716	1.23929982963086e-05
TLN2	0.421235966227257	6.78120835764647	0.236116472273998
CNOT1	0.122081767786576	6.23484531957265	0.698364099443256
SETX	-0.66986174809645	6.88282361898375	0.000775095123095302
PRPF8	0.492577383771357	6.66165181029181	0.0146717259532361
HIVEP2	0.347256137651983	7.25438225404101	0.331602794053482
PKD1L1	-2.34006676665246	4.00128758879107	0.144397377851168
TG	0.465549026155515	2.62597065223389	0.8618271149529
MAST4	-1.29945965261485	6.55526625846225	0.000396222530333854
SPTBN1	1.16131453329026	8.84517324230717	0.0051050332257334
BAHCC1	-0.349351242301757	4.9127287569368	0.405208113225212
NAV2	-1.39275820736855	6.74476476169845	0.00013711742020697
ACACB	0.0883443413657364	3.47481050049022	0.962731896257648
STAB2	0.907810139127165	4.31700314124008	0.372581897899691
CACNA1A	-1.40045152505418	6.53921652008751	0.00057738705668823
LRRK2	-0.220012839037708	6.03274863523811	0.687240089932468
TEP1	-2.63493620794477	5.43421107443484	0.000843515115516312
MAP1B	0.401249298753005	10.9017475598188	0.41909062180049
ABCA2	1.65931212988332	5.90761769157646	0.000264053142188182
NOTCH3	0.673274725344956	3.53093183076165	0.621720492404331
POLQ	-1.67175862845762	5.45679249970607	0.00643032883876329
CEP290	-1.56689077305945	7.27093853311276	1.28361332567911e-07
ANKRD11	-0.247036983658711	6.73293580240918	0.357628747966686
PTPN13	-1.81286304299486	5.8132398723544	0.000637632448618997
CACNA1G	0.0965281091562568	6.90760902944539	0.829223579471401
SPTBN2	1.74585514320577	6.02908013348778	4.67935792128596e-08
NAV3	0.542977380334147	7.26544917252896	0.0339914136712068
IGSF10	0.0783165956986408	5.14977624987504	0.958578819412989
HELZ2	2.83635711337857	4.985382094279	0.0172302587751286
ARID1A	-0.224370205059537	6.65410408437573	0.2836162238216
CACNA1B	-1.19604965423212	6.84062986700905	0.000665368865450249
OTOGL	-4.19186183419555	4.23537061469266	0.0779508644596006
ACACA	-1.2653024285863	6.01563105431095	6.86235734928877e-06
PCNX	-0.471973608202341	6.30352916175115	0.102619373766194
TEX15	-1.50035270677727	6.42005091571894	0.131295782945075
IGF2R	-0.775690593370241	5.19591065377771	0.0541364763856106
PIEZO1	0.227800800053193	3.71072240928286	0.845516367483455
MYO18B	-0.00999184038211603	4.69647205182542	0.989989745606584
SPG11	-1.57158896385155	6.24822310898464	8.47694331510533e-06
TPR	0.737242299680238	7.50152446154529	0.000230426105256343
NBAS	-0.844527027283304	6.21237871005497	0.000461278348823067
CACNA1E	0.0700057088884076	6.74041335530324	0.877143603524909
COL6A5	-4.71670189000352	2.54999698303998	0.0652148559317665
BRWD1	-1.01478902478484	8.00350105178715	0.000450082956168047
ARID1B	-1.12769761961263	6.4646871639617	0.00274119360972435
POLE	-0.433521949830878	5.12854199526536	0.593033228285126
ROS1	0.334028356997148	1.15923779293298	1
MYO7A	-0.63935732294114	5.4010468344396	0.689385576867081
RIF1	-0.521011970268003	6.89074001073316	0.0302115693941858
CEP250	-0.770651136621528	5.607059460085	0.0382902091235768
MED13L	-1.17877749452948	5.85247186913427	2.9077461485809e-05
ABCA4	0.338308897704727	4.60833849261557	0.748354381433436
ABCA1	-0.756829411177424	6.08796512524152	0.0151408928398319
MED12	-0.249321771823729	5.18273889997496	0.452576220891217
PTPRZ1	-0.826357558937059	6.83044806067604	0.404557241962689
DNAJC13	-0.48722602902863	6.27989769549833	0.119189282585111
BDP1	-2.58508657862795	7.80204664687952	6.67923463548766e-18
AKAP6	-0.384513463964488	8.16360944243975	0.205728791836839
SORL1	-1.24346884567358	7.08436573685914	0.0180041751891147
SON	-0.116614558111186	9.08734162342905	0.628703409167583
CNTRL	-0.278799672539755	6.03432959175029	0.230674795622533
PLCE1	-1.79672102851471	4.79477019266303	0.145726945130472
FASN	1.26498934589479	6.1270083880956	0.000212956269102628
ASCC3	-1.31032807438263	6.6570048560193	2.89009602281825e-07
CAD	-0.877448186925058	5.49124897553169	0.00282206329718574
HIVEP3	0.0755089385760231	6.22324736137383	0.817966532787395
C2CD3	-0.294699340320126	5.63485030029212	0.25904858024727
MED13	-0.693752402709196	6.42859887179164	0.00691435941641557
SNRNP200	-0.395094641456211	6.5119710160053	0.209261845469378
CACNA1H	1.79068946241833	3.60301978484067	0.288814740509908
YLPM1	-0.417389645300186	6.95823482948216	0.104761135765433
WNK1	-1.66592536072454	7.11566697425953	8.97603131086653e-07
F8	-0.267620339802365	5.73283178633629	0.402295860554161
PRRC2B	-0.740350915188111	6.57802003366505	0.00108886360092238
CACNA1C	-0.771839041084091	7.01770988423297	0.163596459765204
UNC13C	0.119330490626493	8.31411859744937	0.875512401334247
PTPRQ	-4.98764686874857	2.84624214596023	0.124470633089845
APC2	0.561892825323231	5.79360135960858	0.0378583629889447
CACNA1D	-0.35742813536641	6.8323324745977	0.450965936930681
CSPG4	0.946058499365655	4.03055510595733	0.655531236381541
ZNF318	-0.109611663557854	6.16871524759109	0.666450247196743
SPTA1	3.06334614876819	2.01977811717552	0.209290914238793
DOCK10	-1.52783492300295	5.8514197181132	0.102656843160978
DOCK7	-0.499525575380693	6.93201762068818	0.032307716689894
TECTA	-3.63441034382461	4.70664093377457	0.00517669045259764
SDK2	-0.654998166626769	4.34617942315441	0.655353330526656
INTS1	0.282121285645519	5.36028249400968	0.373056260060982
BAZ2B	-1.01192404126782	7.02700027169939	2.69741998867394e-05
PI4KA	0.497683838012046	7.03860703895561	0.0533953841618149
TNC	1.0648841428731	5.04896719707796	0.542299269374737
SDK1	-0.870550471297756	5.05668377499424	0.0678803525855978
ASXL3	-1.35099393386982	5.94578964082357	3.55333404024255e-06
SHANK1	3.92304282373964	6.87729045918271	3.96550794513483e-30
DOCK11	0.163273461635008	5.47363421080169	0.749564480883793
ZNF407	-1.07720266835951	6.39845473795917	0.00240970451041985
CIC	-0.0574513520779313	4.82192715388286	0.914177159761283
KNTC1	-7.16077039795034	5.46860038045745	1.90803253471488e-30
SEC16A	-0.65643977752423	6.1756700082971	0.00678811703495622
PIKFYVE	-0.678706980355173	6.396233547559	0.00540293685098441
MED12L	-0.147148730621372	5.21840756289136	0.773802874848068
WNK2	0.0832493554785796	6.49578191403544	0.851833809810307
DIDO1	0.0691301658378754	6.26296021379223	0.747418241242563
MYO10	-1.15363462719858	4.70672029578375	0.108719964832844
GOLGA4	-1.61824679895238	7.91309002888278	1.50566850063235e-10
DOCK9	-0.938601622002501	7.01880658957572	0.00087211001953424
CABIN1	-0.364774883944878	6.05946800717146	0.262993489499184
PRRC2A	0.456672640778457	4.1810502252956	0.398673358835055
DSCAML1	-0.951371859506828	4.94023288194306	0.267347627311052
RTTN	-2.29411977739945	6.82588875154846	1.2755111014136e-05
SVIL	-1.49595548671474	5.19247412731205	0.0348822290386857
SPTB	0.235463929774063	5.30628438472071	0.418437551459092
KAT6B	-0.228395898945362	6.52241547144119	0.457384639287175
AHCTF1	-0.837208298474935	6.09747030229872	0.0132707910431698
MYOF	-1.92192720727431	5.37731526368485	0.313783690852429
COL6A6	-2.77513069578808	4.62188100778191	0.0106355458402977
ATG2B	-1.36660958674917	6.43696300588383	8.89723342154138e-12
DOCK8	3.68110005077712	2.51702096438421	0.0934927897218616
URB1	-0.54611374230751	5.39360823596538	0.111240791613613
CACNA1I	-1.03101238472369	5.18280186350053	0.0883608452643168
GON4L	-2.33803840317744	6.73427767183872	2.61141937886032e-27
SCN2A	-1.09207079034837	8.75169046201897	0.00749848286170675
NCOA6	-0.568033256901434	6.22696312184237	0.0327882100829553
HEATR5B	-0.407821140169213	5.83240973295861	0.132625630390656
FREM1	-2.03095145924037	5.31564253773805	0.0638706775702972
SCN1A	-0.544481960059042	8.86916060518465	0.310380865599192
DSCAM	0.284364467102372	6.47396060911707	0.3171650542512
PKDREJ	-0.617146319822075	4.21598051193818	0.706507337128153
PLXNB1	-0.564965501485656	6.00775569243805	0.334812264033779
SCN8A	0.414243813146799	7.8537818016103	0.449033311152044
PRR12	1.76797294929446	3.77102999193373	0.00196063983323179
DYSF	-1.88207175015046	5.43752802184938	0.0372489290363346
POLR2A	1.03803069133388	5.53529617793945	0.000288123022440016
CKAP5	0.138794116878904	7.49833926178053	0.531336706841709
HEATR1	0.183888366037663	5.55074076174645	0.506117769702084
SPAG17	-2.75524687914649	4.91184024469659	0.00682310189744068
TET1	-0.688716906222647	6.23759881957982	0.0023132080000353
ZDBF2	-0.881409503309576	6.50494681528734	0.00252603062333474
ARHGAP32	-0.0370897603973766	6.94171220735965	0.929738294861665
TRIP12	0.0553341770271792	7.21336979274415	0.847701598379399
KAT6A	-0.857885855361426	5.84594982103913	0.0150266327153361
DOCK4	-0.0350727168731814	6.77545288204087	0.948603643693787
DOCK6	1.2248162324046	4.57937681568226	0.294313873184249
RALGAPA1	1.30965054321187	7.53351609892042	1.92476936801578e-07
DOCK3	-0.215090588926465	7.32446347459201	0.48533299538527
SCN3A	-1.29511104879367	7.09113952672577	0.000584481311559436
TANC2	-0.00904346362328541	7.40679707301648	0.983923998258715
ARMCX4	-1.2173971872488	6.3470499370227	5.77034454333653e-07
NUP205	-0.955539541457216	5.96722847951185	0.000189483332502173
EML5	0.511524425327941	6.30159007758155	0.119557516867945
ZFC3H1	-1.06265178993173	6.84534487796172	2.12403414173548e-08
CHD3	0.630991494758257	6.72741286915478	0.0453852872892295
ADAMTS9	-0.13384243766331	4.28660392868841	0.9367207565104
MYO18A	1.37557223998117	5.40105684021468	0.00171616906317481
CIT	0.337549437931843	8.90002710942399	0.66067940656916
PTPRS	0.38176198692844	7.61848110499016	0.276847337031747
TNRC6A	-1.5252721723101	7.85224717628089	0.000208316393508889
OTOF	2.53780236481957	4.40346390944158	0.14175882587661
EML6	-1.44200034727145	6.34317877261582	0.00122458692659241
MYH10	-0.327934611877163	7.48282339501565	0.41320335269094
HELZ	-0.682565480893296	7.03042680263558	0.0026996153948192
MYH9	-1.98659532876872	5.1581431471786	3.89006566863173e-07
MYH11	-3.40984924352753	4.31916671083261	0.0776404335840093
SMCHD1	-1.2152208578	6.70118762259977	2.08863070900714e-10
SCN9A	-1.54087538943528	5.5725024373297	0.0595130201015271
SCN5A	-1.11773651544833	3.05478077371862	0.540927450236876
F5	-4.17636334612363	4.32857969893784	0.000411848865573835
CHD4	-0.223240573619373	6.31469884351699	0.503101407898414
NOTCH4	-0.96420999412928	4.83354202941181	0.314472472271829
ESPL1	1.96505264642114	2.70236730794587	0.336580083041246
MYO7B	1.76898504611062	1.03810637218422	0.631256133895484
KIAA2026	-1.04329359009891	6.86655140709606	0.00066160182312811
LOXHD1	0.501967670287648	4.03251005867893	0.788997178131661
LRP4	-1.44247088496116	5.48804852698537	0.230361949796863
MYH14	-0.0698098165525279	4.64955622401248	0.90692947970951
MYH3	-8.30945705463184	4.41797527544951	4.71479424603736e-05
LRRK1	0.616971085683473	2.95275872854353	0.73950938745722
CACNA1F	-1.07292425110391	4.66909051216352	0.306546005388088
NUMA1	-0.743112301147755	6.07367312708911	0.0113284120866231
PHF3	-1.28234967884043	7.12808959957821	1.5299824527842e-07
MPDZ	-1.56600947125974	6.64870455643415	1.8693581458859e-05
NIN	-0.668915025958126	6.987283980854	0.330357984493314
PLXNA4	-1.14829041989514	6.33490102257172	0.205026259372593
RLF	-1.02868561909642	6.50707126409375	1.83848788122622e-07
FREM3	-0.906924205960637	5.38396840983031	0.459320589269873
PTPRD	0.0654741763369117	8.5152006825692	0.887644006574724
ZNFX1	0.0600263899995109	5.6436846664012	0.858272655639168
HEATR5A	-0.707394829120046	5.26463277477563	0.198915306645493
AGRN	2.25452533214237	5.82127765676939	1.20985548629818e-05
ANAPC1	0.754933664091239	6.19463814841291	0.0290801268113618
PLXNA2	0.366755916991922	5.66364994324745	0.265049494060309
UBR3	-0.455417183317441	7.51266263284965	0.0829929758705455
RP1	-2.00096435908618	2.87415220501204	0.465516965607785
CCDC88C	2.10590477352444	4.11683425178335	0.0480380946512291
TET2	-0.226946006611417	6.51852253697606	0.475792731521359
HCFC1	1.03003804798765	5.83476358546224	8.10483654788469e-05
PCM1	-1.0136629517183	8.03448615640676	0.00176990939417729
TCF20	-0.0465394565439268	5.35581448473764	0.915170806164523
MICAL3	-0.651069093563129	6.50308787639374	0.0556613899739849
TRIOBP	-0.766956823629909	5.15518333022962	0.277592135861764
TRPM6	4.05043299409767	4.08942935331127	0.00245737473510266
PLXNA1	-0.621843697515551	5.68690389870509	0.200022208633718
GREB1	-2.4698103808702	4.81398247218094	0.0292173593079623
KIF26B	-0.511851004367542	5.1188352552094	0.500577646399458
ARHGAP21	-0.772515734383814	7.20294302250759	0.0283138213440692
CHD5	-1.28643509195543	6.50791771731218	1.80466710242646e-05
MYH7B	-0.77210983545697	5.19972586825909	0.0967208590635254
TDRD6	-3.88675493431395	5.70047582416119	1.86581888796579e-10
ABCA7	-1.13063495799413	5.77485626546595	0.00032940091729687
PTPRF	-1.00911506360502	5.93887177996222	0.0742492499687055
GREB1L	-0.789642012320691	5.6119927983254	0.0133669550040711
ARHGEF17	0.193802007023656	6.20207862767483	0.547120694984014
GTF3C1	-0.116889857233583	6.27999960951578	0.642412722244877
DICER1	-1.73027837162741	6.65057278754765	4.89907996689771e-13
PLXND1	1.92843819274634	4.31015932806794	0.149355575957497
TAF1	0.49108735062812	6.51122434129826	0.112701925051962
SCN10A	-0.778614464619996	1.29532063896378	0.849262761456075
PTPRB	-2.1079393619414	5.83339337987925	6.28420025255024e-08
MCM3AP	-0.410801594666419	5.97639216403898	0.0836518896444421
MYH4	0.600883102483349	1.41151962533736	0.889581840311838
TRPM7	0.183489629227389	6.64391761401245	0.446116145095191
CHD2	-1.33134716163321	6.88270337576465	2.40183557049882e-09
EVPL	2.14196573444236	3.51149831603705	0.136699534492902
PCDH15	-1.6032124136328	6.87709541951297	0.00242988308700976
ACAN	-1.0624097654952	3.44659385097078	0.563554513065221
TP53BP1	-0.713507606135813	7.08324978602517	0.00628645366677492
ARFGEF1	-0.300101564323833	6.85490414112571	0.294901802755206
KMT2E	-0.0464174264436658	7.96532615944956	0.839654992312448
TTC3	1.1300277316415	10.312319290153	2.26872981619773e-07
BAZ2A	-0.368406992911762	5.87821889046797	0.145590486524903
DOCK5	-1.62479127915645	5.46653639281798	0.199354227285015
NAV1	-0.156822769865518	7.47799384567138	0.593569624970269
PRR14L	-0.437977079819987	6.29094839367065	0.149084705583206
TNRC6B	-0.712487178487822	7.49992497661924	0.0111525241704862
DLG5	-1.7216797158515	6.19951032834239	1.06373864599384e-05
MYH7	0.536557604364235	4.02539705113547	0.754548236384981
CACNA1S	5.14119113576121	2.99756301407239	0.00450296451315322
FANCM	-0.733839711230815	6.26589413136016	0.0434172272312292
VWA8	-0.412329755338864	6.31805106824689	0.12801942765579
BTAF1	-0.960190671280926	6.5112792416221	0.000138489052865466
ZNF236	-0.801634787915875	5.75312639983673	0.00435061679843949
DENND4C	-2.1122024379206	6.07368056762054	9.25853024483998e-13
TMEM131	-0.729007775601569	6.67590672366325	0.105879096067743
CROCC	-0.634168052139651	5.14964811113712	0.0925126396434451
PSME4	-0.235705621210989	6.35165088643989	0.387801477968391
ZSWIM8	-0.621813922246695	5.46862320841494	0.0673422999709849
SHROOM3	-1.41085384827655	5.01237256714506	0.0683355914029443
DOCK2	1.28535567892632	3.82783496689679	0.472592595373572
RALGAPA2	-0.970438939171179	6.41273911132995	0.00145455498387008
WDR81	-0.429444658995304	5.09625276275019	0.207020046739008
MYO5A	0.659515478112532	8.52796735394639	0.0447428021061737
SBF2	-0.922705151371476	6.4286439356241	0.000183498763615409
DENND4A	0.000324787954863258	6.39116204202937	1
ATG2A	0.554722438907424	5.30825067399785	0.127009555176318
MYH13	-4.55953227453172	2.61978886866397	0.0941231307772271
NUP214	-0.361215049316589	5.94392342399769	0.235934778225764
ARID2	-0.304862082320353	6.20251295362457	0.297995321592605
MYLK	-0.956684209592179	5.05284566961878	0.100151901800544
PHIP	-0.0879782213823879	7.88735386971864	0.763719237659329
ZNF638	-0.703680928111881	7.98215965995238	0.00239531464588427
RAI1	-0.0473461927686057	5.72484414511291	0.901975178768885
DOCK1	0.253832648270942	2.64827280361956	0.907689634370054
